date,neighborhood,center_name,attendance_count
2018-04-25,Carrick,Phillips Community Center,57
2018-04-25,Carrick,Phillips Community Center,31
2018-04-25,Carrick,Phillips Community Center,57
2018-04-25,Carrick,Phillips Community Center,199
2018-04-25,Carrick,Phillips Community Center,22
2018-04-24,Carrick,Phillips Community Center,38
2018-04-24,Carrick,Phillips Community Center,149
2018-04-24,Carrick,Phillips Community Center,114
2018-04-24,Carrick,Phillips Community Center,21
2018-04-24,Carrick,Phillips Community Center,75
2018-04-24,Carrick,Phillips Community Center,35
2018-04-24,Carrick,Phillips Community Center,16
2018-04-24,Carrick,Phillips Community Center,112
2018-04-23,Carrick,Phillips Community Center,68
2018-04-23,Carrick,Phillips Community Center,41
2018-04-23,Carrick,Phillips Community Center,94
2018-04-23,Carrick,Phillips Community Center,65
2018-04-23,Carrick,Phillips Community Center,41
2018-04-23,Carrick,Phillips Community Center,61
2018-04-23,Carrick,Phillips Community Center,163
2018-04-23,Carrick,Phillips Community Center,11
2018-04-21,Carrick,Phillips Community Center,38
2018-04-21,Carrick,Phillips Community Center,28
2018-04-21,Carrick,Phillips Community Center,15
2018-04-20,Carrick,Phillips Community Center,38
2018-04-20,Carrick,Phillips Community Center,28
2018-04-20,Carrick,Phillips Community Center,92
2018-04-20,Carrick,Phillips Community Center,39
2018-04-20,Carrick,Phillips Community Center,27
2018-04-20,Carrick,Phillips Community Center,75
2018-04-20,Carrick,Phillips Community Center,17
2018-04-20,Carrick,Phillips Community Center,128
2018-04-20,Carrick,Phillips Community Center,22
2018-04-19,Carrick,Phillips Community Center,41
2018-04-19,Carrick,Phillips Community Center,122
2018-04-19,Carrick,Phillips Community Center,100
2018-04-19,Carrick,Phillips Community Center,26
2018-04-19,Carrick,Phillips Community Center,51
2018-04-19,Carrick,Phillips Community Center,13
2018-04-19,Carrick,Phillips Community Center,56
2018-04-19,Carrick,Phillips Community Center,20
2018-04-19,Carrick,Phillips Community Center,101
2018-04-18,Carrick,Phillips Community Center,75
2018-04-18,Carrick,Phillips Community Center,15
2018-04-18,Carrick,Phillips Community Center,86
2018-04-18,Carrick,Phillips Community Center,60
2018-04-18,Carrick,Phillips Community Center,43
2018-04-18,Carrick,Phillips Community Center,59
2018-04-18,Carrick,Phillips Community Center,14
2018-04-18,Carrick,Phillips Community Center,115
2018-04-18,Carrick,Phillips Community Center,20
2018-04-17,Carrick,Phillips Community Center,35
2018-04-17,Carrick,Phillips Community Center,114
2018-04-17,Carrick,Phillips Community Center,94
2018-04-17,Carrick,Phillips Community Center,27
2018-04-17,Carrick,Phillips Community Center,31
2018-04-17,Carrick,Phillips Community Center,13
2018-04-17,Carrick,Phillips Community Center,60
2018-04-17,Carrick,Phillips Community Center,17
2018-04-17,Carrick,Phillips Community Center,73
2018-04-16,Carrick,Phillips Community Center,42
2018-04-16,Carrick,Phillips Community Center,10
2018-04-16,Carrick,Phillips Community Center,83
2018-04-16,Carrick,Phillips Community Center,54
2018-04-16,Carrick,Phillips Community Center,35
2018-04-16,Carrick,Phillips Community Center,52
2018-04-16,Carrick,Phillips Community Center,15
2018-04-16,Carrick,Phillips Community Center,132
2018-04-16,Carrick,Phillips Community Center,21
2018-04-14,Carrick,Phillips Community Center,28
2018-04-14,Carrick,Phillips Community Center,35
2018-04-14,Carrick,Phillips Community Center,18
2018-04-13,Carrick,Phillips Community Center,25
2018-04-13,Carrick,Phillips Community Center,27
2018-04-13,Carrick,Phillips Community Center,62
2018-04-13,Carrick,Phillips Community Center,34
2018-04-13,Carrick,Phillips Community Center,35
2018-04-13,Carrick,Phillips Community Center,63
2018-04-13,Carrick,Phillips Community Center,18
2018-04-13,Carrick,Phillips Community Center,107
2018-04-12,Carrick,Phillips Community Center,19
2018-04-12,Carrick,Phillips Community Center,104
2018-04-12,Carrick,Phillips Community Center,104
2018-04-12,Carrick,Phillips Community Center,42
2018-04-12,Carrick,Phillips Community Center,26
2018-04-12,Carrick,Phillips Community Center,51
2018-04-12,Carrick,Phillips Community Center,24
2018-04-12,Carrick,Phillips Community Center,129
2018-04-12,Carrick,Phillips Community Center,24
2018-04-11,Carrick,Phillips Community Center,48
2018-04-11,Carrick,Phillips Community Center,47
2018-04-11,Carrick,Phillips Community Center,79
2018-04-11,Carrick,Phillips Community Center,43
2018-04-11,Carrick,Phillips Community Center,65
2018-04-11,Carrick,Phillips Community Center,18
2018-04-11,Carrick,Phillips Community Center,55
2018-04-11,Carrick,Phillips Community Center,36
2018-04-11,Carrick,Phillips Community Center,168
2018-04-10,Carrick,Phillips Community Center,38
2018-04-10,Carrick,Phillips Community Center,55
2018-04-10,Carrick,Phillips Community Center,118
2018-04-10,Carrick,Phillips Community Center,37
2018-04-10,Carrick,Phillips Community Center,24
2018-04-10,Carrick,Phillips Community Center,58
2018-04-10,Carrick,Phillips Community Center,42
2018-04-10,Carrick,Phillips Community Center,144
2018-04-10,Carrick,Phillips Community Center,22
2018-04-09,Carrick,Phillips Community Center,61
2018-04-09,Carrick,Phillips Community Center,23
2018-04-09,Carrick,Phillips Community Center,121
2018-04-09,Carrick,Phillips Community Center,29
2018-04-09,Carrick,Phillips Community Center,57
2018-04-09,Carrick,Phillips Community Center,36
2018-04-09,Carrick,Phillips Community Center,45
2018-04-09,Carrick,Phillips Community Center,21
2018-04-09,Carrick,Phillips Community Center,125
2018-04-07,Carrick,Phillips Community Center,39
2018-04-07,Carrick,Phillips Community Center,30
2018-04-07,Carrick,Phillips Community Center,51
2018-04-07,Carrick,Phillips Community Center,21
2018-04-06,Carrick,Phillips Community Center,48
2018-04-06,Carrick,Phillips Community Center,23
2018-04-06,Carrick,Phillips Community Center,53
2018-04-06,Carrick,Phillips Community Center,37
2018-04-06,Carrick,Phillips Community Center,29
2018-04-06,Carrick,Phillips Community Center,71
2018-04-06,Carrick,Phillips Community Center,43
2018-04-06,Carrick,Phillips Community Center,101
2018-04-06,Carrick,Phillips Community Center,21
2018-04-05,Carrick,Phillips Community Center,7
2018-04-05,Carrick,Phillips Community Center,134
2018-04-05,Carrick,Phillips Community Center,55
2018-04-05,Carrick,Phillips Community Center,41
2018-04-05,Carrick,Phillips Community Center,42
2018-04-05,Carrick,Phillips Community Center,39
2018-04-05,Carrick,Phillips Community Center,52
2018-04-05,Carrick,Phillips Community Center,21
2018-04-05,Carrick,Phillips Community Center,112
2018-04-04,Carrick,Phillips Community Center,27
2018-04-04,Carrick,Phillips Community Center,12
2018-04-04,Carrick,Phillips Community Center,119
2018-04-04,Carrick,Phillips Community Center,71
2018-04-04,Carrick,Phillips Community Center,43
2018-04-04,Carrick,Phillips Community Center,63
2018-04-04,Carrick,Phillips Community Center,51
2018-04-04,Carrick,Phillips Community Center,130
2018-04-04,Carrick,Phillips Community Center,17
2018-04-03,Carrick,Phillips Community Center,7
2018-04-03,Carrick,Phillips Community Center,123
2018-04-03,Carrick,Phillips Community Center,115
2018-04-03,Carrick,Phillips Community Center,31
2018-04-03,Carrick,Phillips Community Center,77
2018-04-03,Carrick,Phillips Community Center,42
2018-04-03,Carrick,Phillips Community Center,69
2018-04-03,Carrick,Phillips Community Center,20
2018-04-03,Carrick,Phillips Community Center,89
2018-04-02,Carrick,Phillips Community Center,63
2018-04-02,Carrick,Phillips Community Center,30
2018-04-02,Carrick,Phillips Community Center,116
2018-04-02,Carrick,Phillips Community Center,68
2018-04-02,Carrick,Phillips Community Center,31
2018-04-02,Carrick,Phillips Community Center,31
2018-04-02,Carrick,Phillips Community Center,40
2018-04-02,Carrick,Phillips Community Center,162
2018-04-02,Carrick,Phillips Community Center,18
2018-03-29,Carrick,Phillips Community Center,16
2018-03-29,Carrick,Phillips Community Center,120
2018-03-29,Carrick,Phillips Community Center,26
2018-03-29,Carrick,Phillips Community Center,18
2018-03-29,Carrick,Phillips Community Center,40
2018-03-29,Carrick,Phillips Community Center,39
2018-03-29,Carrick,Phillips Community Center,34
2018-03-29,Carrick,Phillips Community Center,16
2018-03-29,Carrick,Phillips Community Center,83
2018-03-28,Carrick,Phillips Community Center,95
2018-03-28,Carrick,Phillips Community Center,81
2018-03-28,Carrick,Phillips Community Center,66
2018-03-28,Carrick,Phillips Community Center,36
2018-03-28,Carrick,Phillips Community Center,31
2018-03-28,Carrick,Phillips Community Center,31
2018-03-28,Carrick,Phillips Community Center,25
2018-03-28,Carrick,Phillips Community Center,67
2018-03-28,Carrick,Phillips Community Center,15
2018-03-27,Carrick,Phillips Community Center,35
2018-03-27,Carrick,Phillips Community Center,131
2018-03-27,Carrick,Phillips Community Center,59
2018-03-27,Carrick,Phillips Community Center,27
2018-03-27,Carrick,Phillips Community Center,40
2018-03-27,Carrick,Phillips Community Center,27
2018-03-27,Carrick,Phillips Community Center,35
2018-03-27,Carrick,Phillips Community Center,16
2018-03-27,Carrick,Phillips Community Center,83
2018-03-26,Carrick,Phillips Community Center,58
2018-03-26,Carrick,Phillips Community Center,17
2018-03-26,Carrick,Phillips Community Center,55
2018-03-26,Carrick,Phillips Community Center,67
2018-03-26,Carrick,Phillips Community Center,31
2018-03-26,Carrick,Phillips Community Center,23
2018-03-26,Carrick,Phillips Community Center,24
2018-03-26,Carrick,Phillips Community Center,103
2018-03-26,Carrick,Phillips Community Center,22
2018-03-24,Carrick,Phillips Community Center,42
2018-03-24,Carrick,Phillips Community Center,156
2018-03-24,Carrick,Phillips Community Center,7
2018-03-24,Carrick,Phillips Community Center,25
2018-03-24,Carrick,Phillips Community Center,15
2018-03-23,Carrick,Phillips Community Center,45
2018-03-23,Carrick,Phillips Community Center,15
2018-03-23,Carrick,Phillips Community Center,100
2018-03-23,Carrick,Phillips Community Center,52
2018-03-23,Carrick,Phillips Community Center,23
2018-03-23,Carrick,Phillips Community Center,82
2018-03-23,Carrick,Phillips Community Center,38
2018-03-23,Carrick,Phillips Community Center,107
2018-03-23,Carrick,Phillips Community Center,31
2018-03-22,Carrick,Phillips Community Center,26
2018-03-22,Carrick,Phillips Community Center,58
2018-03-22,Carrick,Phillips Community Center,143
2018-03-22,Carrick,Phillips Community Center,13
2018-03-22,Carrick,Phillips Community Center,59
2018-03-22,Carrick,Phillips Community Center,70
2018-03-22,Carrick,Phillips Community Center,41
2018-03-22,Carrick,Phillips Community Center,119
2018-03-21,Carrick,Phillips Community Center,31
2018-03-21,Carrick,Phillips Community Center,15
2018-03-21,Carrick,Phillips Community Center,30
2018-03-21,Carrick,Phillips Community Center,24
2018-03-21,Carrick,Phillips Community Center,4
2018-03-21,Carrick,Phillips Community Center,22
2018-03-21,Carrick,Phillips Community Center,18
2018-03-21,Carrick,Phillips Community Center,33
2018-03-20,Carrick,Phillips Community Center,16
2018-03-20,Carrick,Phillips Community Center,120
2018-03-20,Carrick,Phillips Community Center,145
2018-03-20,Carrick,Phillips Community Center,20
2018-03-20,Carrick,Phillips Community Center,70
2018-03-20,Carrick,Phillips Community Center,57
2018-03-20,Carrick,Phillips Community Center,20
2018-03-20,Carrick,Phillips Community Center,108
2018-03-19,Carrick,Phillips Community Center,42
2018-03-19,Carrick,Phillips Community Center,18
2018-03-19,Carrick,Phillips Community Center,116
2018-03-19,Carrick,Phillips Community Center,62
2018-03-19,Carrick,Phillips Community Center,36
2018-03-19,Carrick,Phillips Community Center,56
2018-03-19,Carrick,Phillips Community Center,33
2018-03-19,Carrick,Phillips Community Center,172
2018-03-17,Carrick,Phillips Community Center,33
2018-03-17,Carrick,Phillips Community Center,101
2018-03-17,Carrick,Phillips Community Center,28
2018-03-17,Carrick,Phillips Community Center,31
2018-03-17,Carrick,Phillips Community Center,57
2018-03-16,Carrick,Phillips Community Center,49
2018-03-16,Carrick,Phillips Community Center,19
2018-03-16,Carrick,Phillips Community Center,99
2018-03-16,Carrick,Phillips Community Center,49
2018-03-16,Carrick,Phillips Community Center,21
2018-03-16,Carrick,Phillips Community Center,67
2018-03-16,Carrick,Phillips Community Center,68
2018-03-16,Carrick,Phillips Community Center,84
2018-03-15,Carrick,Phillips Community Center,17
2018-03-15,Carrick,Phillips Community Center,50
2018-03-15,Carrick,Phillips Community Center,105
2018-03-15,Carrick,Phillips Community Center,27
2018-03-15,Carrick,Phillips Community Center,29
2018-03-15,Carrick,Phillips Community Center,61
2018-03-15,Carrick,Phillips Community Center,27
2018-03-15,Carrick,Phillips Community Center,49
2018-03-14,Carrick,Phillips Community Center,72
2018-03-14,Carrick,Phillips Community Center,31
2018-03-14,Carrick,Phillips Community Center,88
2018-03-14,Carrick,Phillips Community Center,82
2018-03-14,Carrick,Phillips Community Center,33
2018-03-14,Carrick,Phillips Community Center,40
2018-03-14,Carrick,Phillips Community Center,61
2018-03-14,Carrick,Phillips Community Center,220
2018-03-14,Carrick,Phillips Community Center,29
2018-03-13,Carrick,Phillips Community Center,13
2018-03-13,Carrick,Phillips Community Center,118
2018-03-13,Carrick,Phillips Community Center,91
2018-03-13,Carrick,Phillips Community Center,33
2018-03-13,Carrick,Phillips Community Center,62
2018-03-13,Carrick,Phillips Community Center,57
2018-03-13,Carrick,Phillips Community Center,37
2018-03-13,Carrick,Phillips Community Center,29
2018-03-13,Carrick,Phillips Community Center,106
2018-03-12,Carrick,Phillips Community Center,42
2018-03-12,Carrick,Phillips Community Center,27
2018-03-12,Carrick,Phillips Community Center,44
2018-03-12,Carrick,Phillips Community Center,68
2018-03-12,Carrick,Phillips Community Center,32
2018-03-12,Carrick,Phillips Community Center,55
2018-03-12,Carrick,Phillips Community Center,64
2018-03-12,Carrick,Phillips Community Center,118
2018-03-12,Carrick,Phillips Community Center,35
2018-03-10,Carrick,Phillips Community Center,48
2018-03-10,Carrick,Phillips Community Center,171
2018-03-10,Carrick,Phillips Community Center,62
2018-03-10,Carrick,Phillips Community Center,34
2018-03-10,Carrick,Phillips Community Center,11
2018-03-09,Carrick,Phillips Community Center,67
2018-03-09,Carrick,Phillips Community Center,33
2018-03-09,Carrick,Phillips Community Center,97
2018-03-09,Carrick,Phillips Community Center,54
2018-03-09,Carrick,Phillips Community Center,65
2018-03-09,Carrick,Phillips Community Center,72
2018-03-09,Carrick,Phillips Community Center,130
2018-03-09,Carrick,Phillips Community Center,28
2018-03-08,Carrick,Phillips Community Center,13
2018-03-08,Carrick,Phillips Community Center,64
2018-03-08,Carrick,Phillips Community Center,102
